company_id,company_name,finished_product_id,finished_product_sku,source_key,candidate_key,source_display_name,candidate_display_name,recommendation_class,acceptability,decision_path,missing_information,contradictions,caveats,rationale,citations,substitute_score,llm_model,generated_at
40,PRIME HYDRATION+,58,FG-amazon-b0ft5z9k9n,cyanocobalamin-vitamin-b12,vitamin-b12-cyanocobalamin,cyanocobalamin vitamin b12,vitamin b12 cyanocobalamin,recommend_with_caveats,0.8923,llm,"[""certification"", ""quality_sensory""]",[],"[""requires certification documentation"", ""requires quality sensory evaluation""]","Vitamin B12 cyanocobalamin is functionally equivalent to cyanocobalamin vitamin B12 and is supported by regulatory approval, but certification and quality sensory data are missing.","[""https://en.wikipedia.org/wiki/Cyanocobalamin"", ""https://redox.com/products/vitamin-b12-cyanocobalamin-99-min/"", ""https://www.bulksupplements.com/products/vitamin-b12-1-percent-cyanocobalamin-powder?srsltid=AfmBOoqbh4Hmg3qBd5hwDTVEUNA69ADhdnTUL6aGv6enMEKF4sKgINhv"", ""https://www.ncbi.nlm.nih.gov/books/NBK555964/""]",0.9794,gpt-4o-mini,2026-04-18T07:06:25.085754+00:00
40,PRIME HYDRATION+,58,FG-amazon-b0ft5z9k9n,pyridoxine-hydrochloride-vitamin-b6,vitamin-b6,pyridoxine hydrochloride vitamin b6,vitamin b6,recommend,0.8533,rules,"[""typical_suppliers"", ""quality_sensory"", ""price_availability""]",[],[],"recommend at acceptability=0.85 (grounded=3/3, contradictions=none, missing=typical_suppliers, quality_sensory, price_availability)","[""https://www.ncbi.nlm.nih.gov/books/NBK557436/"", ""https://www.kantipurhealth.com/NOW-Foods-Vitamin-B-6-100-Mg-100-Vegetable-Capsules-Non-GMO/1000878"", ""https://www.efsa.europa.eu/en/press/news/160624""]",0.9046,,2026-04-18T07:06:28.604610+00:00
40,PRIME HYDRATION+,58,FG-amazon-b0ft5z9k9n,pyridoxine-hydrochloride-vitamin-b6,vitamin-b6-pyridoxal-5-phosphate,pyridoxine hydrochloride vitamin b6,vitamin b6 pyridoxal 5 phosphate,recommend,0.78,rules,[],[],[],"recommend at acceptability=0.78 (grounded=6/6, contradictions=none, missing=none)","[""https://www.nutriavenue.com/pyridoxal-5-phosphate-vs-pyridoxine-hcl/"", ""https://thornevet.com/glossary/vitamin-b6-pyridoxine-hcl-pyridoxal-5-phosphate/"", ""https://www.ecahealthcareusa.com/products-solutions/coenzymes-vitamins/pyridoxal-5-phosphate/"", ""https://www.foodsweeteners.com/halal-certified-vitamin-b6/"", ""https://www.fda.gov/media/117106/download"", ""https://www.fda.gov/food/food-ingredients-packaging/generally-recognized-safe-gras"", ""https://vivion.com/bulk-pyridoxal-5-phosphate-supplier/"", ""https://biogenicfoods.com/pyridoxal-5-phosphate-p5p-vitamin-b6-100-pure-powder-bulk-pack/?srsltid=AfmBOopAUVAOslXYvyEdGfEv5msVUssXjR_z1ZMSCgERP_JgSQx29d30"", ""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11528956/"", ""https://dataintelo.com/report/pyridoxal-5-phosphate-supplements-market""]",0.8938,,2026-04-18T07:06:28.604858+00:00
40,PRIME HYDRATION+,58,FG-amazon-b0ft5z9k9n,pyridoxine-hydrochloride-vitamin-b6,vitamin-b6-pyridoxine-hydrochloride,pyridoxine hydrochloride vitamin b6,vitamin b6 pyridoxine hydrochloride,recommend_with_caveats,0.7818,llm,"[""regulatory""]",[],"[""requires fresh regulatory sign-off""]","Vitamin B6 pyridoxine hydrochloride is functionally equivalent to pyridoxine hydrochloride vitamin B6 and is supported by credible suppliers. However, additional regulatory information is needed to ensure compliance.","[""https://www.nutriavenue.com/vb6-pyridoxine-hcl-powder-applications/"", ""https://www.sciencedirect.com/topics/chemistry/pyridoxine-hydrochloride"", ""https://www.dastech.com/apis-and-pharmaceuticals/pyridoxine-hydrochloride-vitamin-b6"", ""https://www.glenwellhealthcare.com/herbal-product-manufacturers/Vitamin-B6-Pyridoxine-API-Manufacturer/"", ""https://www.spectrumrx.com/media/sd/PY103_SD.pdf""]",0.9765,gpt-4o-mini,2026-04-18T07:06:28.605032+00:00
40,PRIME HYDRATION+,58,FG-amazon-b0ft5z9k9n,retinyl-palmitate-vitamin-a,vitamin-a,retinyl palmitate vitamin a,vitamin a,recommend,0.7867,rules,"[""typical_suppliers"", ""quality_sensory"", ""price_availability""]",[],[],"recommend at acceptability=0.79 (grounded=3/3, contradictions=none, missing=typical_suppliers, quality_sensory, price_availability)","[""https://en.wikipedia.org/wiki/Retinyl_palmitate"", ""https://reliancevitamin.com/certifications-of-quality/"", ""https://www.fda.gov/food/food-ingredients-packaging/generally-recognized-safe-gras""]",0.893,,2026-04-18T07:06:32.368817+00:00
40,PRIME HYDRATION+,58,FG-amazon-b0ft5z9k9n,retinyl-palmitate-vitamin-a,vitamin-a-acetate,retinyl palmitate vitamin a,vitamin a acetate,recommend,0.8533,rules,"[""typical_suppliers"", ""quality_sensory"", ""price_availability""]",[],[],"recommend at acceptability=0.85 (grounded=3/3, contradictions=none, missing=typical_suppliers, quality_sensory, price_availability)","[""https://en.wikipedia.org/wiki/Retinyl_acetate"", ""https://health.ec.europa.eu/publications/vitamin-retinol-retinyl-acetate-retinyl-palmitate_en"", ""https://www.nutriavenue.com/ingredients/best-vitamin-a-acetate-powder/"", ""https://www.richtekltd.com/FishOil_05_06201630_6_06251011_567_06301112_751_07021406_560"", ""https://www.fda.gov/food/food-ingredients-packaging/generally-recognized-safe-gras"", ""https://www.thegoodscentscompany.com/data/rw1309561.html""]",0.8836,,2026-04-18T07:06:32.368996+00:00
40,PRIME HYDRATION+,58,FG-amazon-b0ft5z9k9n,retinyl-palmitate-vitamin-a,vitamin-a-retinyl-palmitate,retinyl palmitate vitamin a,vitamin a retinyl palmitate,recommend_with_caveats,0.8364,llm,"[""regulatory""]",[],"[""requires fresh regulatory sign-off""]","Vitamin A retinyl palmitate is functionally equivalent to retinyl palmitate vitamin A and is supported by credible suppliers. However, additional regulatory information is needed to ensure compliance.","[""https://en.wikipedia.org/wiki/Retinyl_palmitate"", ""https://royed.in/conversion-of-vitamin-a-retinol-to-vitamin-a-palmitate/"", ""https://www.pharmacompass.com/manufacturers-suppliers-exporters/vitamin-a-palmitate"", ""https://www.caymanchem.com/product/23796/retinyl-palmitate?srsltid=AfmBOopX8Mfql-xAQMu4qvcpTpF_2zFzmW9yPkgsMBQdTCAhALtQ6YG9"", ""https://www.makingcosmetics.com/on/demandware.static/-/Sites-makingcosmetics-master/default/dw562252d7/certificate-of-analysis/coa-vitamin-a-retinyl-palmitate2.pdf""]",0.9808,gpt-4o-mini,2026-04-18T07:06:32.369149+00:00
44,Ritual,21,FG-thrive-market-ritual-mens-multivitamin-18,vitamin-a-retinyl-palmitate,retinyl-palmitate-vitamin-a,vitamin a retinyl palmitate,retinyl palmitate vitamin a,recommend,0.8133,rules,"[""typical_suppliers"", ""quality_sensory"", ""price_availability""]",[],[],"recommend at acceptability=0.81 (grounded=3/3, contradictions=none, missing=typical_suppliers, quality_sensory, price_availability)","[""https://xtendlife.com/blogs/supplement-ingredients/vitamin-a-retinyl-palmitate?srsltid=AfmBOorvDnGsQ6X86QUEjQDd743EltO7wHIGM00177DtDYK2uR6txSA8"", ""https://en.wikipedia.org/wiki/Retinyl_palmitate"", ""https://www.amazon.com/Green-Organic-Supplements-Vitamin-Palmitate/dp/B07W6N31GD"", ""https://www.amazon.com/Capsules-Supplement-Peak-Performance-Vitamins/dp/B084RDGLFD"", ""https://www.ecfr.gov/current/title-21/chapter-I/subchapter-B/part-184/subpart-B/section-184.1930"", ""https://health.ec.europa.eu/document/download/f1881bcd-ee58-4d42-9701-3feaaa26de61_en""]",0.9808,,2026-04-18T07:06:35.203220+00:00
44,Ritual,21,FG-thrive-market-ritual-mens-multivitamin-18,vitamin-a-retinyl-palmitate,vitamin-a,vitamin a retinyl palmitate,vitamin a,recommend,0.8,rules,"[""quality_sensory""]",[],[],"recommend at acceptability=0.80 (grounded=5/5, contradictions=none, missing=quality_sensory)","[""https://health.ec.europa.eu/document/download/f1881bcd-ee58-4d42-9701-3feaaa26de61_en"", ""https://www.amerigoscientific.com/vitamin-a-palmitate-benefits-applications-and-scientific-insights.html?srsltid=AfmBOorBWR1zaKfm7KV7oKQzgmxPgslJLu3BhRW5DqipF6G0Oajo9ARa"", ""https://www.robinsonpharma.com/vitamin-a-manufacturers-you-should-know/"", ""https://www.originnutra.com/certifications"", ""https://www.fda.gov/food/food-ingredients-packaging/generally-recognized-safe-gras"", ""https://www.thomasnet.com/articles/top-suppliers/vitamin-a-manufacturers-suppliers/"", ""https://www.brenntag.com/en-us/products/vitamin-a.html"", ""https://finance.yahoo.com/news/global-vitamin-market-trends-forecasts-090700894.html""]",0.9025,,2026-04-18T07:06:35.203406+00:00
44,Ritual,21,FG-thrive-market-ritual-mens-multivitamin-18,vitamin-a-retinyl-palmitate,vitamin-a-acetate,vitamin a retinyl palmitate,vitamin a acetate,recommend_with_caveats,0.7333,llm,"[""price_availability""]",[],[],"Vitamin A acetate is functionally similar to vitamin A retinyl palmitate and is supported by strong safety and certification claims. However, further information on price and availability is needed to ensure a smooth procurement process.","[""https://health.ec.europa.eu/publications/vitamin-retinol-retinyl-acetate-retinyl-palmitate_en"", ""https://www.sciencedirect.com/topics/neuroscience/retinol-acetate"", ""https://www.nutriavenue.com/ingredients/best-vitamin-a-acetate-powder/"", ""https://www.richtekltd.com/FishOil_05_06201630_6_06251011_567_06301112_751_07021406_560"", ""https://www.thegoodscentscompany.com/data/rw1309561.html"", ""https://www.fda.gov/food/food-ingredients-packaging/generally-recognized-safe-gras"", ""https://www.foodchem.com/product/vitamin-a-acetate/"", ""https://www.americaninternationalfoods.com/ingredient-categories/vitamins/acetate/"", ""https://www.researchgate.net/publication/220036788_Dietary_a-tocopheryl_acetate_supplementation_modifies_volatile_aldehyde_and_sensory_properties_of_dry-cured_hams""]",0.8965,gpt-4o-mini,2026-04-18T07:06:35.203573+00:00
62,up&up,96,FG-target-a-90043361,cyanocobalamin-vitamin-b12,cyanocobalamin,cyanocobalamin vitamin b12,cyanocobalamin,recommend,0.835,rules,[],[],[],"recommend at acceptability=0.83 (grounded=6/6, contradictions=none, missing=none)","[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/"", ""https://www.sigmaaldrich.com/US/en/product/sial/phr1234?srsltid=AfmBOoom00qmwIj9PcZMNTgd232hSibtYJ8gH4KBT1EDbkIghlmtme-0"", ""https://www.ncbi.nlm.nih.gov/books/NBK555964/"", ""https://www.pharmacompass.com/manufacturers-suppliers-exporters/cyanocobalamin"", ""https://www.sciencedirect.com/topics/biochemistry-genetics-and-molecular-biology/cyanocobalamin"", ""https://www.pharmacychecker.com/cyanocobalamin/""]",0.9171,,2026-04-18T07:06:37.796179+00:00
62,up&up,96,FG-target-a-90043361,cyanocobalamin-vitamin-b12,vitamin-b12,cyanocobalamin vitamin b12,vitamin b12,recommend,0.88,rules,"[""typical_suppliers"", ""quality_sensory"", ""price_availability""]",[],[],"recommend at acceptability=0.88 (grounded=3/3, contradictions=none, missing=typical_suppliers, quality_sensory, price_availability)","[""https://legerepharm.com/blog/comparing-forms-of-vitamin-b12-cyanocobalamin-vs-methylcobalamin-for-clinical-use/"", ""https://www.boltpharmacy.co.uk/guide/b12-methylcobalamin-vs-b12-cyanocobalamin"", ""https://www.accio.com/plp/halal-b12-vitamins"", ""https://reliancevitamin.com/certifications-of-quality/"", ""https://www.fda.gov/media/117106/download"", ""https://www.linkedin.com/posts/globalregulatoryintelligence_regulatorycompliance-vitaminb12-supplements-activity-7331287764342059008-c7kn""]",0.923,,2026-04-18T07:06:37.796366+00:00
62,up&up,96,FG-target-a-90043361,cyanocobalamin-vitamin-b12,vitamin-b12-cyanocobalamin,cyanocobalamin vitamin b12,vitamin b12 cyanocobalamin,recommend_with_caveats,0.8923,llm,"[""certification""]",[],"[""requires certification verification""]","The candidate substitute vitamin B12 cyanocobalamin is functionally equivalent to the source material cyanocobalamin vitamin B12 and is supported by regulatory approval. However, additional certification information is needed to ensure compliance with quality standards.","[""https://en.wikipedia.org/wiki/Cyanocobalamin"", ""https://redox.com/products/vitamin-b12-cyanocobalamin-99-min/"", ""https://www.bulksupplements.com/products/vitamin-b12-1-percent-cyanocobalamin-powder?srsltid=AfmBOoqbh4Hmg3qBd5hwDTVEUNA69ADhdnTUL6aGv6enMEKF4sKgINhv"", ""https://www.ncbi.nlm.nih.gov/books/NBK555964/""]",0.9794,gpt-4o-mini,2026-04-18T07:06:37.796521+00:00
62,up&up,96,FG-target-a-90043361,pyridoxine-hydrochloride-vitamin-b6,vitamin-b6,pyridoxine hydrochloride vitamin b6,vitamin b6,recommend,0.8533,rules,"[""typical_suppliers"", ""quality_sensory"", ""price_availability""]",[],[],"recommend at acceptability=0.85 (grounded=3/3, contradictions=none, missing=typical_suppliers, quality_sensory, price_availability)","[""https://www.ncbi.nlm.nih.gov/books/NBK557436/"", ""https://www.kantipurhealth.com/NOW-Foods-Vitamin-B-6-100-Mg-100-Vegetable-Capsules-Non-GMO/1000878"", ""https://www.efsa.europa.eu/en/press/news/160624""]",0.9046,,2026-04-18T07:06:40.057491+00:00
62,up&up,96,FG-target-a-90043361,pyridoxine-hydrochloride-vitamin-b6,vitamin-b6-pyridoxal-5-phosphate,pyridoxine hydrochloride vitamin b6,vitamin b6 pyridoxal 5 phosphate,recommend,0.78,rules,[],[],[],"recommend at acceptability=0.78 (grounded=6/6, contradictions=none, missing=none)","[""https://www.nutriavenue.com/pyridoxal-5-phosphate-vs-pyridoxine-hcl/"", ""https://thornevet.com/glossary/vitamin-b6-pyridoxine-hcl-pyridoxal-5-phosphate/"", ""https://www.ecahealthcareusa.com/products-solutions/coenzymes-vitamins/pyridoxal-5-phosphate/"", ""https://www.foodsweeteners.com/halal-certified-vitamin-b6/"", ""https://www.fda.gov/media/117106/download"", ""https://www.fda.gov/food/food-ingredients-packaging/generally-recognized-safe-gras"", ""https://vivion.com/bulk-pyridoxal-5-phosphate-supplier/"", ""https://biogenicfoods.com/pyridoxal-5-phosphate-p5p-vitamin-b6-100-pure-powder-bulk-pack/?srsltid=AfmBOopAUVAOslXYvyEdGfEv5msVUssXjR_z1ZMSCgERP_JgSQx29d30"", ""https://www.ncbi.nlm.nih.gov/pmc/articles/PMC11528956/"", ""https://dataintelo.com/report/pyridoxal-5-phosphate-supplements-market""]",0.8938,,2026-04-18T07:06:40.057651+00:00
62,up&up,96,FG-target-a-90043361,pyridoxine-hydrochloride-vitamin-b6,vitamin-b6-pyridoxine-hydrochloride,pyridoxine hydrochloride vitamin b6,vitamin b6 pyridoxine hydrochloride,recommend_with_caveats,0.7818,llm,"[""regulatory""]",[],"[""requires fresh regulatory sign-off""]","Vitamin B6 pyridoxine hydrochloride is functionally equivalent to pyridoxine hydrochloride vitamin B6, supported by strong supplier evidence and certification for dietary requirements. However, additional regulatory information is needed to fully ensure compliance.","[""https://www.nutriavenue.com/vb6-pyridoxine-hcl-powder-applications/"", ""https://www.sciencedirect.com/topics/chemistry/pyridoxine-hydrochloride"", ""https://www.dastech.com/apis-and-pharmaceuticals/pyridoxine-hydrochloride-vitamin-b6"", ""https://www.glenwellhealthcare.com/herbal-product-manufacturers/Vitamin-B6-Pyridoxine-API-Manufacturer/"", ""https://www.spectrumrx.com/media/sd/PY103_SD.pdf""]",0.9765,gpt-4o-mini,2026-04-18T07:06:40.057832+00:00
